Proveedor,Factura,Fecha,Descripcion_original,Cantidad,Precio_unitario,Total_linea,PDF_fuente,Linea_id,Material_homologado,Familia,Tipo_registro,Presentacion,Etapas_aplicables,Relevancia,Confianza_homologacion,Casa3_regla_23mar,Kg_por_unidad,Precio_por_kg
FERRETERIA EPA S.A.,400055010000057596,2025-10-16,"Disco 7-1 4"" 150d",1.0,7476.11,7476.11,Comprobante_Electronico_3101354271_00400055010000057596.PDF,951,Herramienta / equipo,Herramientas y equipo,Herramienta/equipo,Unidad,No incorporado,5,Alta,No,,
FERRETERIA EPA S.A.,400055010000057596,2025-10-16,Lija agua 120 3m,5.0,307.96,1539.8,Comprobante_Electronico_3101354271_00400055010000057596.PDF,952,Lija,Pintura y acabados,Consumible de obra,Unidad,Acabados,4,Alta,No,,
FERRETERIA EPA S.A.,400055010000057596,2025-10-16,Sie calad550w clas,1.0,24471.68,24471.68,Comprobante_Electronico_3101354271_00400055010000057596.PDF,953,Herramienta eléctrica,Herramientas y equipo,Herramienta/equipo,Unidad,No incorporado,5,Alta,No,,
FERRETERIA EPA S.A.,400055010000057596,2025-10-16,Bisagra recta 35 m,5.0,494.69,2473.45,Comprobante_Electronico_3101354271_00400055010000057596.PDF,954,Cerrajería,Puertas y cerraduras,Material permanente,Unidad,Puertas,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000057596,2025-10-16,Brazo neu p/mu 120,5.0,793.81,3969.0499999999997,Comprobante_Electronico_3101354271_00400055010000057596.PDF,955,Herraje mobiliario,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Media,No,,
FERRETERIA EPA S.A.,400055010000057596,2025-10-16,Canto de pvc 22/0.,15.0,120.35,1805.25,Comprobante_Electronico_3101354271_00400055010000057596.PDF,956,Canto PVC mobiliario,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000057596,2025-10-16,Push-to-open senci,10.0,405.31,4053.1,Comprobante_Electronico_3101354271_00400055010000057596.PDF,957,Herraje mobiliario,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Media,No,,
FERRETERIA EPA S.A.,400055010000057596,2025-10-16,Hoja de calar bosc,1.0,6534.51,6534.51,Comprobante_Electronico_3101354271_00400055010000057596.PDF,958,Herramienta / accesorio herramienta,Herramientas y equipo,Herramienta/equipo,Unidad,No incorporado,5,Alta,No,,
FERRETERIA EPA S.A.,400055010000057753,2025-10-20,Canto de pvc 22/0.,15.0,120.35,1805.25,Comprobante_Electronico_3101354271_00400055010000057753.PDF,959,Canto PVC mobiliario,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000057753,2025-10-20,Thinner premium 1,1.0,5912.39,5912.39,Comprobante_Electronico_3101354271_00400055010000057753.PDF,960,Thinner / diluyente,Pintura,Consumible de obra,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000057753,2025-10-20,Caj emp p/lav c/ll,1.0,30080.53,30080.53,Comprobante_Electronico_3101354271_00400055010000057753.PDF,961,Accesorio hidrosanitario (genérico),Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Media,No,,
FERRETERIA EPA S.A.,400055010000057753,2025-10-20,"Broc concr 5 16x5""",2.0,769.91,1539.82,Comprobante_Electronico_3101354271_00400055010000057753.PDF,962,"Broc Concr 5 16X5""",Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000057753,2025-10-20,Anclaje radial 8mm,3.0,441.59,1324.77,Comprobante_Electronico_3101354271_00400055010000057753.PDF,963,Tornillo / fijación,Ferretería,Consumible de obra,Unidad,Múltiples etapas,4,Alta,No,,
FERRETERIA EPA S.A.,400055010000057753,2025-10-20,"Madera 8x1 1 2"" 20",3.0,259.29,777.8700000000001,Comprobante_Electronico_3101354271_00400055010000057753.PDF,964,Carpintería / herraje (genérico),Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Media,No,,
FERRETERIA EPA S.A.,400055010000057785,2025-10-20,"Estufa r 5 32x3 4""",1.0,556.64,556.64,Comprobante_Electronico_3101354271_00400055010000057785.PDF,965,"Estufa R 5 32X3 4""",Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,500042010000025338,2025-10-20,Tapa torn seda gio,1.0,3201.77,3201.77,Comprobante_Electronico_3101354271_00500042010000025338.PDF,966,Tapa Torn Seda Gio,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,500042010000025338,2025-10-20,Tapacanto seda gio,15.0,116.81,1752.15,Comprobante_Electronico_3101354271_00500042010000025338.PDF,967,Tapacanto,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Alta,No,,
FERRETERIA EPA S.A.,500042010000025338,2025-10-20,Bisagra recta 35 m,6.0,680.53,4083.18,Comprobante_Electronico_3101354271_00500042010000025338.PDF,968,Cerrajería,Puertas y cerraduras,Material permanente,Unidad,Puertas,3,Alta,No,,
FERRETERIA EPA S.A.,500042010000025338,2025-10-20,Juego sistema colg,4.0,2539.82,10159.28,Comprobante_Electronico_3101354271_00500042010000025338.PDF,969,Herraje mobiliario,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Media,No,,
FERRETERIA EPA S.A.,500042010000025338,2025-10-20,Juego sistema colg,1.0,2539.82,2539.82,Comprobante_Electronico_3101354271_00500042010000025338.PDF,970,Herraje mobiliario,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Media,No,,
FERRETERIA EPA S.A.,500042010000025338,2025-10-20,Toallero barra cro,1.0,4643.36,4643.36,Comprobante_Electronico_3101354271_00500042010000025338.PDF,971,Toallero / accesorio baño,Sanitarios,Material permanente,Unidad,Baños y acabados,3,Alta,No,,
FERRETERIA EPA S.A.,500042010000025338,2025-10-20,Brazo neu p/mu 120,5.0,746.02,3730.1,Comprobante_Electronico_3101354271_00500042010000025338.PDF,972,Herraje mobiliario,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Media,No,,
FERRETERIA EPA S.A.,500042010000025338,2025-10-20,Felpa antigot 9x3/,2.0,1666.37,3332.74,Comprobante_Electronico_3101354271_00500042010000025338.PDF,973,Brocha / felpa pintura,Pintura,Herramienta/equipo,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,500042010000025338,2025-10-20,"Brocha espuma 3""",1.0,577.88,577.88,Comprobante_Electronico_3101354271_00500042010000025338.PDF,974,Brocha / felpa pintura,Pintura,Herramienta/equipo,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,500042010000025338,2025-10-20,Alm esquinas,1.0,1882.3,1882.3,Comprobante_Electronico_3101354271_00500042010000025338.PDF,975,Alm Esquinas,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000057880,2025-10-22,Bk 2x50 qo enchufa,2.0,10629.2,21258.4,Comprobante_Electronico_3101354271_00400055010000057880.PDF,976,Accesorio eléctrico (genérico),Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Media,No,,
FERRETERIA EPA S.A.,400055010000057880,2025-10-22,Thhn eco #6 negro,10.0,1267.26,12672.6,Comprobante_Electronico_3101354271_00400055010000057880.PDF,977,Cable eléctrico,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
FERRETERIA EPA S.A.,400055010000057880,2025-10-22,Thhn eco #6 rojo,10.0,1264.6,12646.0,Comprobante_Electronico_3101354271_00400055010000057880.PDF,978,Cable eléctrico,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
FERRETERIA EPA S.A.,400055010000057880,2025-10-22,Rust-oleum chalked,1.0,4809.73,4809.73,Comprobante_Electronico_3101354271_00400055010000057880.PDF,979,Pintura / laca / tinte,Pintura,Material permanente,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000057880,2025-10-22,Enchufe 50a 125 25,1.0,2118.58,2118.58,Comprobante_Electronico_3101354271_00400055010000057880.PDF,980,Enchufe / apagador,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
FERRETERIA EPA S.A.,400055010000057880,2025-10-22,Hex-9 multiconstru,1.0,1969.91,1969.91,Comprobante_Electronico_3101354271_00400055010000057880.PDF,981,Hex-9 Multiconstru,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000057880,2025-10-22,Natural estandar 3,1.0,1468.14,1468.14,Comprobante_Electronico_3101354271_00400055010000057880.PDF,982,Pintura / laca / tinte,Pintura,Material permanente,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000057880,2025-10-22,Metal plan 6x1 1 4,2.0,237.17,474.34,Comprobante_Electronico_3101354271_00400055010000057880.PDF,983,Metal / perfil (genérico),Estructura metálica,Material permanente,Unidad,Estructura|Cubierta,2,Media,No,,
FERRETERIA EPA S.A.,400055010000057880,2025-10-22,Anclaje radial 6mm,2.0,400.0,800.0,Comprobante_Electronico_3101354271_00400055010000057880.PDF,984,Tornillo / fijación,Ferretería,Consumible de obra,Unidad,Múltiples etapas,4,Alta,No,,
FERRETERIA EPA S.A.,400055010000057880,2025-10-22,"Bush hg 3/4"" x 1/2",2.0,226.55,453.1,Comprobante_Electronico_3101354271_00400055010000057880.PDF,985,"Bush Hg 3/4"" X 1/2",Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000057880,2025-10-22,Niple hg 1/2 tdo r,2.0,131.86,263.72,Comprobante_Electronico_3101354271_00400055010000057880.PDF,986,Niple / accesorio HG,Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Alta,No,,
FERRETERIA EPA S.A.,400055010000057880,2025-10-22,Canaleta 16x10mm,1.0,1237.17,1237.17,Comprobante_Electronico_3101354271_00400055010000057880.PDF,987,Canaleta 16X10Mm,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000057880,2025-10-22,Pasa cable redondo,3.0,518.58,1555.7400000000002,Comprobante_Electronico_3101354271_00400055010000057880.PDF,988,Cable eléctrico,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
FERRETERIA EPA S.A.,500042010000025534,2025-10-23,Reduccion 3/4-1/2,2.0,337.17,674.34,Comprobante_Electronico_3101354271_00500042010000025534.PDF,989,Reducción sanitaria,Plomería sanitaria,Material permanente,Unidad,Instalación sanitaria,2,Alta,No,,
FERRETERIA EPA S.A.,500042010000025534,2025-10-23,J. embutida/64 nsc,1.0,984.96,984.96,Comprobante_Electronico_3101354271_00500042010000025534.PDF,990,J. Embutida/64 Nsc,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,500042010000025534,2025-10-23,Limpia piso. nit 1,1.0,4353.1,4353.1,Comprobante_Electronico_3101354271_00500042010000025534.PDF,991,Limpia Piso. Nit 1,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,500042010000025534,2025-10-23,Acrilatex 5g bla s,1.0,50985.84,50985.84,Comprobante_Electronico_3101354271_00500042010000025534.PDF,992,Pintura / recubrimiento,Pintura,Material permanente,Unidad,Pintura,3,Alta,No,,
FERRETERIA EPA S.A.,500042010000025534,2025-10-23,Melamina 4 x 8 16m,1.0,16601.77,16601.77,Comprobante_Electronico_3101354271_00500042010000025534.PDF,993,Melamina,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Alta,No,,
FERRETERIA EPA S.A.,500042010000025534,2025-10-23,Riel colg closet 3,1.0,9675.22,9675.22,Comprobante_Electronico_3101354271_00500042010000025534.PDF,994,Riel / soporte mobiliario,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Alta,No,,
FERRETERIA EPA S.A.,500042010000025534,2025-10-23,Enchufe hule c tie,2.0,692.04,1384.08,Comprobante_Electronico_3101354271_00500042010000025534.PDF,995,Enchufe / apagador,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
FERRETERIA EPA S.A.,500042010000025534,2025-10-23,Rodapie pvc 15x400,1.0,9321.24,9321.24,Comprobante_Electronico_3101354271_00500042010000025534.PDF,996,Rodapié,Pisos y enchapes,Material permanente,Unidad,Pisos y enchapes,2,Alta,No,,
FERRETERIA EPA S.A.,500042010000025534,2025-10-23,Marcseg pino 30x85,1.0,11980.53,11980.53,Comprobante_Electronico_3101354271_00500042010000025534.PDF,997,Madera pino,Madera,Material/consumible,Unidad,Formaleta|Carpintería,4,Alta,No,,
FERRETERIA EPA S.A.,400055010000057906,2025-10-23,Disc 71 4 140 die,1.0,9571.68,9571.68,Comprobante_Electronico_3101354271_00400055010000057906.PDF,998,Herramienta / accesorio herramienta,Herramientas y equipo,Herramienta/equipo,Unidad,No incorporado,5,Alta,No,,
FERRETERIA EPA S.A.,500042010000025588,2025-10-24,Muro seco blanco 2,1.0,4621.24,4621.24,Comprobante_Electronico_3101354271_00500042010000025588.PDF,999,Muro Seco Blanco 2,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,500042010000025588,2025-10-24,Melamina 4 x 8 16m,1.0,16601.77,16601.77,Comprobante_Electronico_3101354271_00500042010000025588.PDF,1000,Melamina,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Alta,No,,
FERRETERIA EPA S.A.,500042010000025588,2025-10-24,"Escuadra 4""x5"" bl",2.0,591.15,1182.3,Comprobante_Electronico_3101354271_00500042010000025588.PDF,1001,"Escuadra 4""X5"" Bl",Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,500042010000025588,2025-10-24,Esquinero pvc,1.0,630.09,630.09,Comprobante_Electronico_3101354271_00500042010000025588.PDF,1002,Moldura / esquinero,Acabados,Material permanente,Unidad,Acabados,4,Alta,No,,
FERRETERIA EPA S.A.,500042010000025588,2025-10-24,"Niple hc 1/2"" x tr",1.0,238.94,238.94,Comprobante_Electronico_3101354271_00500042010000025588.PDF,1003,Niple / accesorio HG,Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Alta,No,,
FERRETERIA EPA S.A.,500042010000025588,2025-10-24,Enchufe hule c tie,2.0,692.04,1384.08,Comprobante_Electronico_3101354271_00500042010000025588.PDF,1004,Enchufe / apagador,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
FERRETERIA EPA S.A.,500042010000025588,2025-10-24,Anclaje radial 10,1.0,492.92,492.92,Comprobante_Electronico_3101354271_00500042010000025588.PDF,1005,Tornillo / fijación,Ferretería,Consumible de obra,Unidad,Múltiples etapas,4,Alta,No,,
FERRETERIA EPA S.A.,500042010000025588,2025-10-24,J. embutida/64 nsc,4.0,984.96,3939.84,Comprobante_Electronico_3101354271_00500042010000025588.PDF,1006,J. Embutida/64 Nsc,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,500042010000025588,2025-10-24,Push-to-open senci,5.0,405.31,2026.55,Comprobante_Electronico_3101354271_00500042010000025588.PDF,1007,Herraje mobiliario,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Media,No,,
FERRETERIA EPA S.A.,500042010000025588,2025-10-24,"Madera 10x1 1 2"" 1",1.0,292.04,292.04,Comprobante_Electronico_3101354271_00500042010000025588.PDF,1008,Carpintería / herraje (genérico),Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Media,No,,
FERRETERIA EPA S.A.,500042010000025588,2025-10-24,"Bush hg 3/4"" x 1/2",1.0,226.55,226.55,Comprobante_Electronico_3101354271_00500042010000025588.PDF,1009,"Bush Hg 3/4"" X 1/2",Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,500042010000025588,2025-10-24,Manija 30.48cm ng,3.0,3334.51,10003.53,Comprobante_Electronico_3101354271_00500042010000025588.PDF,1010,Herraje mobiliario,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Media,No,,
FERRETERIA EPA S.A.,500042010000025588,2025-10-24,Enchufe plano negr,2.0,288.5,577.0,Comprobante_Electronico_3101354271_00500042010000025588.PDF,1011,Enchufe / apagador,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
FERRETERIA EPA S.A.,500042010000025588,2025-10-24,J. embutida/64 nsc,1.0,984.96,984.96,Comprobante_Electronico_3101354271_00500042010000025588.PDF,1012,J. Embutida/64 Nsc,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,500042010000025588,2025-10-24,"Niple hc 1/2"" x tr",1.0,238.94,238.94,Comprobante_Electronico_3101354271_00500042010000025588.PDF,1013,Niple / accesorio HG,Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Alta,No,,
FERRETERIA EPA S.A.,500042010000025588,2025-10-24,Juego sistema colg,3.0,2539.82,7619.460000000001,Comprobante_Electronico_3101354271_00500042010000025588.PDF,1014,Herraje mobiliario,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Media,No,,
FERRETERIA EPA S.A.,500042010000025588,2025-10-24,Anclaje radial 5mm,1.0,365.49,365.49,Comprobante_Electronico_3101354271_00500042010000025588.PDF,1015,Tornillo / fijación,Ferretería,Consumible de obra,Unidad,Múltiples etapas,4,Alta,No,,
FERRETERIA EPA S.A.,400055010000057955,2025-10-24,Stixall trnsp 290,1.0,7093.81,7093.81,Comprobante_Electronico_3101354271_00400055010000057955.PDF,1016,Adhesivo / sellador,Adhesivos y selladores,Consumible de obra,Unidad,Acabados,4,Alta,No,,
FERRETERIA EPA S.A.,500056010000035116,2025-10-25,Cord spt #14 blanc,3.0,383.19,1149.57,Comprobante_Electronico_3101354271_00500056010000035116.PDF,1017,Cord Spt #14 Blanc,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,500056010000035116,2025-10-25,Tapacanto seda gio,15.0,116.81,1752.15,Comprobante_Electronico_3101354271_00500056010000035116.PDF,1018,Tapacanto,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Alta,No,,
FERRETERIA EPA S.A.,500056010000035116,2025-10-25,Rodapie alu 10x400,1.0,5326.55,5326.55,Comprobante_Electronico_3101354271_00500056010000035116.PDF,1019,Rodapié,Pisos y enchapes,Material permanente,Unidad,Pisos y enchapes,2,Alta,No,,
FERRETERIA EPA S.A.,500056010000035116,2025-10-25,Broca conc3 16x3-1,1.0,602.65,602.65,Comprobante_Electronico_3101354271_00500056010000035116.PDF,1020,Herramienta / equipo,Herramientas y equipo,Herramienta/equipo,Unidad,No incorporado,5,Alta,No,,
FERRETERIA EPA S.A.,500056010000035116,2025-10-25,Anclaje radial 6mm,1.0,400.0,400.0,Comprobante_Electronico_3101354271_00500056010000035116.PDF,1021,Tornillo / fijación,Ferretería,Consumible de obra,Unidad,Múltiples etapas,4,Alta,No,,
FERRETERIA EPA S.A.,500056010000035116,2025-10-25,Enchufe 50a 125 25,1.0,2118.58,2118.58,Comprobante_Electronico_3101354271_00500056010000035116.PDF,1022,Enchufe / apagador,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
FERRETERIA EPA S.A.,500056010000035116,2025-10-25,Tapa emt rect c hu,1.0,150.44,150.44,Comprobante_Electronico_3101354271_00500056010000035116.PDF,1023,Accesorio eléctrico EMT,Electricidad,Material permanente,Unidad,Instalación eléctrica,2,Alta,No,,
FERRETERIA EPA S.A.,500056010000035116,2025-10-25,Desague lav plasti,1.0,565.49,565.49,Comprobante_Electronico_3101354271_00500056010000035116.PDF,1024,Accesorio hidrosanitario (genérico),Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Media,No,,
FERRETERIA EPA S.A.,500056010000035116,2025-10-25,Sifon flex corruga,1.0,1207.96,1207.96,Comprobante_Electronico_3101354271_00500056010000035116.PDF,1025,Sifón sanitario,Plomería sanitaria,Material permanente,Unidad,Instalación sanitaria,2,Alta,No,,
FERRETERIA EPA S.A.,600052010000045462,2025-10-27,Tapa torn roble ru,1.0,2900.88,2900.88,Comprobante_Electronico_3101354271_00600052010000045462.PDF,1026,Tapa Torn Roble Ru,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,600054010000028753,2025-10-28,Canto de pvc 22/0.,5.0,120.35,601.75,Comprobante_Electronico_3101354271_00600054010000028753.PDF,1027,Canto PVC mobiliario,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Alta,No,,
FERRETERIA EPA S.A.,600054010000028753,2025-10-28,Tapacanto seda gio,10.0,116.81,1168.1,Comprobante_Electronico_3101354271_00600054010000028753.PDF,1028,Tapacanto,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Alta,No,,
FERRETERIA EPA S.A.,600054010000028753,2025-10-28,Tpcanto grafito 22,10.0,112.39,1123.9,Comprobante_Electronico_3101354271_00600054010000028753.PDF,1029,Canto PVC mobiliario,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Alta,No,,
FERRETERIA EPA S.A.,600054010000028753,2025-10-28,Push-to-open senci,2.0,403.54,807.08,Comprobante_Electronico_3101354271_00600054010000028753.PDF,1030,Herraje mobiliario,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Media,No,,
FERRETERIA EPA S.A.,600054010000028753,2025-10-28,Tapa torn anthraci,1.0,327.43,327.43,Comprobante_Electronico_3101354271_00600054010000028753.PDF,1031,Tapa Torn Anthraci,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,600054010000028753,2025-10-28,Brazo mini 60n,1.0,857.52,857.52,Comprobante_Electronico_3101354271_00600054010000028753.PDF,1032,Brazo Mini 60N,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000058116,2025-10-28,Brazo neumat 100n,9.0,834.51,7510.59,Comprobante_Electronico_3101354271_00400055010000058116.PDF,1033,Herraje mobiliario,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Media,No,,
FERRETERIA EPA S.A.,400055010000058116,2025-10-28,"Angular 1"" 4u",1.0,1276.99,1276.99,Comprobante_Electronico_3101354271_00400055010000058116.PDF,1034,Angular metálico,Estructura metálica,Material permanente,Unidad,Estructura|Carpintería metálica,2,Alta,No,,
FERRETERIA EPA S.A.,400055010000058141,2025-10-29,Duretan 2 blnco 30,2.0,5910.62,11821.24,Comprobante_Electronico_3101354271_00400055010000058141.PDF,1035,Duretan / sellador juntas,Selladores,Consumible de obra,Unidad,Acabados,4,Alta,No,,
FERRETERIA EPA S.A.,400055010000058141,2025-10-29,Cadbury avellana 9,1.0,1919.47,1919.47,Comprobante_Electronico_3101354271_00400055010000058141.PDF,1036,Herramienta / equipo,Herramientas y equipo,Herramienta/equipo,Unidad,No incorporado,5,Alta,No,,
FERRETERIA EPA S.A.,400055010000058151,2025-10-29,Duretan blanco 300,1.0,4661.06,4661.06,Comprobante_Electronico_3101354271_00400055010000058151.PDF,1037,Duretan / sellador juntas,Selladores,Consumible de obra,Unidad,Acabados,4,Alta,No,,
FERRETERIA EPA S.A.,400055010000058151,2025-10-29,Fuze verd zero 500,1.0,615.04,615.04,Comprobante_Electronico_3101354271_00400055010000058151.PDF,1038,Fuze Verd Zero 500,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000058225,2025-10-30,Cola blanca pnt,1.0,2700.0,2700.0,Comprobante_Electronico_3101354271_00400055010000058225.PDF,1039,Cola Blanca Pnt,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000058225,2025-10-30,Tarugos 3/8 33pz,2.0,878.76,1757.52,Comprobante_Electronico_3101354271_00400055010000058225.PDF,1040,Tarugos 3/8 33Pz,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000058225,2025-10-30,Torn ensamb 6x1 1/,2.0,760.18,1520.36,Comprobante_Electronico_3101354271_00400055010000058225.PDF,1041,Torn Ensamb 6X1 1/,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000058225,2025-10-30,Bisagra recta 35 m,5.0,682.3,3411.5,Comprobante_Electronico_3101354271_00400055010000058225.PDF,1042,Cerrajería,Puertas y cerraduras,Material permanente,Unidad,Puertas,3,Alta,No,,
FERRETERIA EPA S.A.,400055010000058225,2025-10-30,Powerade frutas 60,1.0,1057.52,1057.52,Comprobante_Electronico_3101354271_00400055010000058225.PDF,1043,Compra no constructiva,No constructivo,No incorporado,Unidad,No aplica,5,Alta,No,,
FERRETERIA EPA S.A.,400055010000058262,2025-10-31,Adapta m sch40 1/2,4.0,69.91,279.64,Comprobante_Electronico_3101354271_00400055010000058262.PDF,1044,Accesorio hidrosanitario (genérico),Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Media,No,,
FERRETERIA EPA S.A.,400055010000058262,2025-10-31,"Cruz lisa pvc 1/2""",1.0,784.96,784.96,Comprobante_Electronico_3101354271_00400055010000058262.PDF,1045,Accesorio hidrosanitario (genérico),Plomería,Material permanente,Unidad,Instalaciones hidrosanitarias,2,Media,No,,
FERRETERIA EPA S.A.,400055010000058262,2025-10-31,Tornillo ensamb 6x,5.0,894.69,4473.450000000001,Comprobante_Electronico_3101354271_00400055010000058262.PDF,1046,Tornillo / fijación,Ferretería,Consumible de obra,Unidad,Múltiples etapas,4,Alta,No,,
FERRETERIA EPA S.A.,400055010000058262,2025-10-31,Soporte tubo,2.0,2209.73,4419.46,Comprobante_Electronico_3101354271_00400055010000058262.PDF,1047,Carpintería / herraje (genérico),Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Media,No,,
FERRETERIA EPA S.A.,400055010000058262,2025-10-31,Push-to-open iman,8.0,481.42,3851.36,Comprobante_Electronico_3101354271_00400055010000058262.PDF,1048,Herraje mobiliario,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Media,No,,
FERRETERIA EPA S.A.,400055010000058262,2025-10-31,Pata plastica c/n,10.0,313.27,3132.7,Comprobante_Electronico_3101354271_00400055010000058262.PDF,1049,Herraje mobiliario,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Media,No,,
FERRETERIA EPA S.A.,400055010000058262,2025-10-31,Esponja para coche,1.0,1570.8,1570.8,Comprobante_Electronico_3101354271_00400055010000058262.PDF,1050,Esponja Para Coche,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000058262,2025-10-31,Riel push 4.5x40cm,3.0,3530.09,10590.27,Comprobante_Electronico_3101354271_00400055010000058262.PDF,1051,Riel / soporte mobiliario,Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Alta,No,,
FERRETERIA EPA S.A.,400056010000003084,2025-11-03,Bateria aa alcal 8,1.0,2915.93,2915.93,Comprobante_Electronico_3101354271_00400056010000003084.PDF,1052,Bateria Aa Alcal 8,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000058352,2025-11-03,Para plastica c/ni,2.0,971.68,1943.36,Comprobante_Electronico_3101354271_00400055010000058352.PDF,1053,Para Plastica C/Ni,Otros insumos,Otro registrado,Unidad,Otros,4,Baja,No,,
FERRETERIA EPA S.A.,400055010000058352,2025-11-03,"Madera 6x3 4"" 50u",2.0,397.35,794.7,Comprobante_Electronico_3101354271_00400055010000058352.PDF,1054,Carpintería / herraje (genérico),Carpintería y mobiliario,Material permanente,Unidad,Mobiliario,3,Media,No,,
